1 1 0.000425 3
2 1 0.000467 7
3 1 0.000919 15
4 1 0.000892 31
5 1 0.00135 63
6 1 0.001898 127
7 1 0.003459 255
8 1 0.006007 511
9 1 0.022505 1023
10 1 0.02092 2047
11 1 0.040631 4095
12 1 0.088431 8191
13 1 0.158971 16383
14 1 0.334524 32767
15 1 0.63714 65535
16 1 1.28909 131071
17 1 2.62842 262143
18 1 5.00433 524287
19 1 9.86074 1048575
20 1 19.8231 2097151
21 1 37.9999 4194303
22 1 72.7455 8388607
23 1 143.9 16777215
24 1 287.355 33554431
25 1 597.565 67108863
26 1 1237.82 134217727
27 1 2314.45 268435455
28 1 4814.6 536870911
29 1 9198.95 1073741823
1 16 0.000319 3
2 16 0.000398 7
3 16 0.000441 15
4 16 0.000767 31
5 16 0.001115 63
6 16 0.002918 127
7 16 0.0033 255
8 16 0.005726 511
9 16 0.011036 1023
10 16 0.020909 2047
11 16 0.039963 4095
12 16 0.095003 8191
13 16 0.155461 16383
14 16 0.316519 32767
15 16 0.61061 65535
16 16 1.24237 131071
17 16 2.47427 262143
18 16 4.96819 524287
19 16 9.37854 1048575
20 16 18.3835 2097151
21 16 36.197 4194303
22 16 72.611 8388607
23 16 143.961 16777215
24 16 292.117 33554431
25 16 581.461 67108863
26 16 1152.09 134217727
27 16 2337.82 268435455
28 16 4652.91 536870911
29 16 9180.02 1073741823
1 49 0.000289 3
2 49 0.000388 7
3 49 0.000584 15
4 49 0.000804 31
5 49 0.001224 63
6 49 0.001929 127
7 49 0.003064 255
8 49 0.0057 511
9 49 0.010777 1023
10 49 0.020569 2047
11 49 0.0395 4095
12 49 0.077143 8191
13 49 0.154527 16383
14 49 0.307102 32767
15 49 0.613607 65535
16 49 1.25905 131071
17 49 2.48408 262143
18 49 4.93139 524287
19 49 9.40822 1048575
20 49 19.2295 2097151
21 49 36.4771 4194303
22 49 72.8557 8388607
23 49 146.246 16777215
24 49 285.695 33554431
25 49 590.703 67108863
26 49 1148.18 134217727
27 49 2339.84 268435455
28 49 4635.14 536870911
29 49 9178.48 1073741823
1 100 0.000306 3
2 100 0.000389 7
3 100 0.000456 15
4 100 0.000835 31
5 100 0.001219 63
6 100 0.001844 127
7 100 0.002926 255
8 100 0.005698 511
9 100 0.010743 1023
10 100 0.020493 2047
11 100 0.040619 4095
12 100 0.077628 8191
13 100 0.179417 16383
14 100 0.306822 32767
15 100 0.65141 65535
16 100 1.22741 131071
17 100 2.47542 262143
18 100 4.90984 524287
19 100 9.60099 1048575
20 100 18.7631 2097151
21 100 36.2365 4194303
22 100 73.8503 8388607
23 100 143.882 16777215
24 100 286.721 33554431
25 100 584.664 67108863
26 100 1152.45 134217727
27 100 2337.17 268435455
28 100 4626.44 536870911
29 100 9176.93 1073741823
1 169 0.000407 3
2 169 0.000291 7
3 169 0.000497 15
4 169 0.000835 31
5 169 0.001625 63
6 169 0.001807 127
7 169 0.004827 255
8 169 0.005759 511
9 169 0.010398 1023
10 169 0.020491 2047
11 169 0.039217 4095
12 169 0.078325 8191
13 169 0.15322 16383
14 169 0.306735 32767
15 169 0.628785 65535
16 169 1.22725 131071
17 169 2.45661 262143
18 169 4.86599 524287
19 169 9.41274 1048575
20 169 18.8259 2097151
21 169 36.4353 4194303
22 169 72.2246 8388607
23 169 143.947 16777215
24 169 293 33554431
25 169 576.618 67108863
26 169 1149.85 134217727
27 169 2332.5 268435455
28 169 4612.04 536870911
29 169 9246.85 1073741823
1 256 0.00033 3
2 256 0.000417 7
3 256 0.000621 15
4 256 0.000697 31
5 256 0.001069 63
6 256 0.001722 127
7 256 0.00318 255
8 256 0.005686 511
9 256 0.014665 1023
10 256 0.020198 2047
11 256 0.043929 4095
12 256 0.077234 8191
13 256 0.157219 16383
14 256 0.306458 32767
15 256 0.628587 65535
16 256 1.26474 131071
17 256 2.50102 262143
18 256 4.88368 524287
19 256 9.42653 1048575
20 256 18.225 2097151
21 256 36.6146 4194303
22 256 72.3663 8388607
23 256 145.581 16777215
24 256 285.697 33554431
25 256 595.69 67108863
26 256 1150.15 134217727
27 256 2340.57 268435455
28 256 4632.68 536870911
29 256 9209.66 1073741823
1 361 0.000304 3
2 361 0.00035 7
3 361 0.00061 15
4 361 0.000762 31
5 361 0.001208 63
6 361 0.001795 127
7 361 0.002919 255
8 361 0.005413 511
9 361 0.010602 1023
10 361 0.019718 2047
11 361 0.039427 4095
12 361 0.07725 8191
13 361 0.161405 16383
14 361 0.306866 32767
15 361 0.63348 65535
16 361 1.23243 131071
17 361 2.53903 262143
18 361 4.88127 524287
19 361 9.66107 1048575
20 361 18.4708 2097151
21 361 37.0843 4194303
22 361 73.1152 8388607
23 361 144.607 16777215
24 361 287.413 33554431
25 361 589.75 67108863
26 361 1147.16 134217727
27 361 2347.15 268435455
28 361 4607.97 536870911
29 361 9201.05 1073741823
1 484 0.000345 3
2 484 0.000482 7
3 484 0.00056 15
4 484 0.000719 31
5 484 0.001465 63
6 484 0.001926 127
7 484 0.004115 255
8 484 0.00551 511
9 484 0.017143 1023
10 484 0.019804 2047
11 484 0.038766 4095
12 484 0.077156 8191
13 484 0.176354 16383
14 484 0.306983 32767
15 484 0.654313 65535
16 484 1.23722 131071
17 484 2.48786 262143
18 484 4.88647 524287
19 484 9.559 1048575
20 484 18.3905 2097151
21 484 36.3966 4194303
22 484 72.3607 8388607
23 484 143.448 16777215
24 484 286.753 33554431
25 484 578.678 67108863
26 484 1144.98 134217727
27 484 2350.1 268435455
28 484 4645.68 536870911
29 484 9165.98 1073741823
1 625 0.000328 3
2 625 0.000331 7
3 625 0.000549 15
4 625 0.000788 31
5 625 0.00153 63
6 625 0.001722 127
7 625 0.003167 255
8 625 0.005429 511
9 625 0.012023 1023
10 625 0.020101 2047
11 625 0.039466 4095
12 625 0.077767 8191
13 625 0.154065 16383
14 625 0.307233 32767
15 625 0.643864 65535
16 625 1.24535 131071
17 625 2.50247 262143
18 625 4.88036 524287
19 625 9.56936 1048575
20 625 18.9448 2097151
21 625 36.3879 4194303
22 625 72.5733 8388607
23 625 147.876 16777215
24 625 285.797 33554431
25 625 578.954 67108863
26 625 1146.49 134217727
27 625 2332.88 268435455
28 625 4612.9 536870911
29 625 9479.77 1073741823
1 784 0.000269 3
2 784 0.000347 7
3 784 0.000511 15
4 784 0.000651 31
5 784 0.001156 63
6 784 0.001784 127
7 784 0.00316 255
8 784 0.005436 511
9 784 0.016814 1023
10 784 0.020033 2047
11 784 0.061941 4095
12 784 0.076975 8191
13 784 0.173161 16383
14 784 0.305875 32767
15 784 0.737542 65535
16 784 1.24464 131071
17 784 2.56275 262143
18 784 4.8837 524287
19 784 9.67573 1048575
20 784 18.481 2097151
21 784 36.2011 4194303
22 784 72.7442 8388607
23 784 143.656 16777215
24 784 295.085 33554431
25 784 579.92 67108863
26 784 1160.03 134217727
27 784 2335.22 268435455
28 784 4664.03 536870911
29 784 9188.75 1073741823
1 961 0.000269 3
2 961 0.000484 7
3 961 0.000484 15
4 961 0.000774 31
5 961 0.001173 63
6 961 0.001712 127
7 961 0.004695 255
8 961 0.005274 511
9 961 0.012946 1023
10 961 0.019659 2047
11 961 0.039239 4095
12 961 0.077489 8191
13 961 0.153391 16383
14 961 0.306273 32767
15 961 0.68047 65535
16 961 1.22789 131071
17 961 2.50759 262143
18 961 4.82916 524287
19 961 9.40984 1048575
20 961 18.494 2097151
21 961 36.3511 4194303
22 961 75.3241 8388607
23 961 144.787 16777215
24 961 286.552 33554431
25 961 583.257 67108863
26 961 1144.48 134217727
27 961 2336.72 268435455
28 961 4618.46 536870911
29 961 9175.24 1073741823
1 1156 0.00025 3
2 1156 0.0003 7
3 1156 0.000422 15
4 1156 0.000832 31
5 1156 0.001131 63
6 1156 0.00177 127
7 1156 0.003029 255
8 1156 0.005662 511
9 1156 0.010028 1023
10 1156 0.019959 2047
11 1156 0.05418 4095
12 1156 0.077501 8191
13 1156 0.152911 16383
14 1156 0.305538 32767
15 1156 0.63539 65535
16 1156 1.22892 131071
17 1156 2.51972 262143
18 1156 4.82931 524287
19 1156 9.51472 1048575
20 1156 18.4901 2097151
21 1156 36.6491 4194303
22 1156 72.7499 8388607
23 1156 147.504 16777215
24 1156 286.961 33554431
25 1156 578.302 67108863
26 1156 1154.49 134217727
27 1156 2333.77 268435455
28 1156 4650.1 536870911
29 1156 9190.39 1073741823
1 1369 0.000247 3
2 1369 0.000352 7
3 1369 0.000594 15
4 1369 0.001002 31
5 1369 0.001027 63
6 1369 0.001914 127
7 1369 0.00307 255
8 1369 0.005502 511
9 1369 0.010308 1023
10 1369 0.029065 2047
11 1369 0.039064 4095
12 1369 0.083249 8191
13 1369 0.153973 16383
14 1369 0.306289 32767
15 1369 0.611034 65535
16 1369 1.22457 131071
17 1369 2.45259 262143
18 1369 5.02681 524287
19 1369 9.46269 1048575
20 1369 18.8595 2097151
21 1369 36.2931 4194303
22 1369 72.306 8388607
23 1369 143.589 16777215
24 1369 290.141 33554431
25 1369 586.781 67108863
26 1369 1157.88 134217727
27 1369 2336.11 268435455
28 1369 4614.68 536870911
29 1369 9182.39 1073741823
1 1600 0.000314 3
2 1600 0.000441 7
3 1600 0.000423 15
4 1600 0.001101 31
5 1600 0.001066 63
6 1600 0.002514 127
7 1600 0.002995 255
8 1600 0.005586 511
9 1600 0.010407 1023
10 1600 0.019716 2047
11 1600 0.039149 4095
12 1600 0.077477 8191
13 1600 0.153391 16383
14 1600 0.306362 32767
15 1600 0.611009 65535
16 1600 1.22419 131071
17 1600 2.45184 262143
18 1600 4.91828 524287
19 1600 9.34102 1048575
20 1600 18.6103 2097151
21 1600 36.36 4194303
22 1600 72.3548 8388607
23 1600 144.944 16777215
24 1600 286.19 33554431
25 1600 590.68 67108863
26 1600 1147.5 134217727
27 1600 2335.87 268435455
28 1600 4697.55 536870911
29 1600 9181.27 1073741823
1 1849 0.00026 3
2 1849 0.000366 7
3 1849 0.000453 15
4 1849 0.001269 31
5 1849 0.001154 63
6 1849 0.001851 127
7 1849 0.002934 255
8 1849 0.00547 511
9 1849 0.010284 1023
10 1849 0.02019 2047
11 1849 0.039163 4095
12 1849 0.07739 8191
13 1849 0.157275 16383
14 1849 0.334051 32767
15 1849 0.631138 65535
16 1849 1.27809 131071
17 1849 2.48064 262143
18 1849 4.9941 524287
19 1849 9.34864 1048575
20 1849 18.5281 2097151
21 1849 36.4281 4194303
22 1849 72.7171 8388607
23 1849 144.374 16777215
24 1849 287.039 33554431
25 1849 589.683 67108863
26 1849 1163.63 134217727
27 1849 2323.04 268435455
28 1849 4612.8 536870911
29 1849 9361.72 1073741823
1 2116 0.000313 3
2 2116 0.000375 7
3 2116 0.000541 15
4 2116 0.000813 31
5 2116 0.001066 63
6 2116 0.002396 127
7 2116 0.00297 255
8 2116 0.009028 511
9 2116 0.010373 1023
10 2116 0.032748 2047
11 2116 0.039037 4095
12 2116 0.08605 8191
13 2116 0.153761 16383
14 2116 0.325618 32767
15 2116 0.609839 65535
16 2116 1.33949 131071
17 2116 2.45174 262143
18 2116 4.95534 524287
19 2116 9.35671 1048575
20 2116 19.0518 2097151
21 2116 36.3137 4194303
22 2116 78.3919 8388607
23 2116 143.906 16777215
24 2116 286.605 33554431
25 2116 583.059 67108863
26 2116 1163.02 134217727
27 2116 2338.13 268435455
28 2116 4658.07 536870911
29 2116 9192.97 1073741823
1 2401 0.000334 3
2 2401 0.000503 7
3 2401 0.000753 15
4 2401 0.00105 31
5 2401 0.001079 63
6 2401 0.002616 127
7 2401 0.002877 255
8 2401 0.005364 511
9 2401 0.010485 1023
10 2401 0.020496 2047
11 2401 0.03879 4095
12 2401 0.130166 8191
13 2401 0.153221 16383
14 2401 0.310892 32767
15 2401 0.625391 65535
16 2401 1.30742 131071
17 2401 2.44943 262143
18 2401 5.12868 524287
19 2401 9.85231 1048575
20 2401 18.7346 2097151
21 2401 36.1849 4194303
22 2401 72.9831 8388607
23 2401 143.406 16777215
24 2401 286.572 33554431
25 2401 577.364 67108863
26 2401 1144.5 134217727
27 2401 2335.84 268435455
28 2401 4609.23 536870911
29 2401 9267.05 1073741823
1 2704 0.000325 3
2 2704 0.000418 7
3 2704 0.000411 15
4 2704 0.000668 31
5 2704 0.001058 63
6 2704 0.001865 127
7 2704 0.003003 255
8 2704 0.005734 511
9 2704 0.010483 1023
10 2704 0.020748 2047
11 2704 0.040429 4095
12 2704 0.0773 8191
13 2704 0.153157 16383
14 2704 0.397451 32767
15 2704 1.05455 65535
16 2704 1.23444 131071
17 2704 2.74957 262143
18 2704 4.82091 524287
19 2704 9.39379 1048575
20 2704 18.8035 2097151
21 2704 36.349 4194303
22 2704 73.3465 8388607
23 2704 144.55 16777215
24 2704 285.485 33554431
25 2704 585.569 67108863
26 2704 1144.95 134217727
27 2704 2335.75 268435455
28 2704 4670.08 536870911
29 2704 9301.3 1073741823
1 3025 0.000329 3
2 3025 0.000414 7
3 3025 0.000453 15
4 3025 0.000768 31
5 3025 0.001253 63
6 3025 0.001745 127
7 3025 0.003168 255
8 3025 0.005424 511
9 3025 0.010279 1023
10 3025 0.019831 2047
11 3025 0.039287 4095
12 3025 0.110566 8191
13 3025 0.15357 16383
14 3025 0.306171 32767
15 3025 0.620518 65535
16 3025 1.23218 131071
17 3025 2.43628 262143
18 3025 4.72325 524287
19 3025 9.29074 1048575
20 3025 18.5007 2097151
21 3025 36.2291 4194303
22 3025 73.2332 8388607
23 3025 147.055 16777215
24 3025 288.084 33554431
25 3025 584.034 67108863
26 3025 1148.49 134217727
27 3025 2331.81 268435455
28 3025 4632.77 536870911
29 3025 9185.43 1073741823
1 3364 0.000272 3
2 3364 0.000414 7
3 3364 0.000555 15
4 3364 0.000686 31
5 3364 0.001161 63
6 3364 0.002119 127
7 3364 0.00298 255
8 3364 0.005608 511
9 3364 0.010268 1023
