1 1 0.000445 3
2 1 0.000528 5
3 1 0.000605 7
4 1 0.000677 9
5 1 0.000595 11
6 1 0.000761 13
7 1 0.000777 15
8 1 0.000814 17
9 1 0.000782 19
10 1 0.000812 21
11 1 0.000916 23
12 1 0.000835 25
13 1 0.000995 27
14 1 0.001101 29
15 1 0.000971 31
16 1 0.001096 33
17 1 0.001308 35
18 1 0.001092 37
19 1 0.001438 39
20 1 0.001151 41
21 1 0.001274 43
22 1 0.001138 45
23 1 0.001219 47
24 1 0.001297 49
25 1 0.001118 51
26 1 0.003176 53
27 1 0.001408 55
28 1 0.001296 57
29 1 0.001364 59
1 16 0.000392 3
2 16 0.000514 7
3 16 0.000611 13
4 16 0.000806 17
5 16 0.000891 26
6 16 0.001833 52
7 16 0.001382 46
8 16 0.001407 48
9 16 0.003927 139
10 16 0.003871 155
11 16 0.004417 183
12 16 0.008687 312
13 16 0.008925 367
14 16 0.009161 297
15 16 0.008873 412
16 16 0.013677 563
17 16 0.01595 657
18 16 0.014429 663
19 16 0.022039 951
20 16 0.015114 797
21 16 0.028071 1331
22 16 0.028573 1356
23 16 0.016145 919
24 16 0.033756 1729
25 16 0.032905 1717
26 16 0.055946 1890
27 16 0.037369 2027
28 16 0.050887 2463
29 16 0.032141 1888
1 49 0.000404 3
2 49 0.000578 6
3 49 0.000648 10
4 49 0.000963 25
5 49 0.00143 40
6 49 0.002104 85
7 49 0.001281 45
8 49 0.003258 129
9 49 0.004423 157
10 49 0.005947 213
11 49 0.003796 142
12 49 0.007434 358
13 49 0.008831 366
14 49 0.011241 483
15 49 0.011282 479
16 49 0.015858 646
17 49 0.01418 641
18 49 0.011305 649
19 49 0.015313 778
20 49 0.017585 880
21 49 0.030203 1568
22 49 0.024218 1361
23 49 0.033356 1637
24 49 0.027387 1469
25 49 0.034536 1810
26 49 0.032572 1756
27 49 0.025558 1570
28 49 0.041729 2365
29 49 0.049741 2770
1 100 0.000297 3
2 100 0.00054 7
3 100 0.00071 12
4 100 0.000807 16
5 100 0.001355 41
6 100 0.00198 70
7 100 0.001889 68
8 100 0.002968 108
9 100 0.006411 283
10 100 0.004653 186
11 100 0.009246 416
12 100 0.007147 332
13 100 0.013924 681
14 100 0.010565 481
15 100 0.00769 405
16 100 0.034722 1675
17 100 0.012005 646
18 100 0.028644 1688
19 100 0.024125 1072
20 100 0.020228 886
21 100 0.036967 1751
22 100 0.030983 1497
23 100 0.031983 1846
24 100 0.066301 4481
25 100 0.02878 1766
26 100 0.064352 2282
27 100 0.072672 3249
28 100 0.071294 3498
29 100 0.0468 2528
1 169 0.000411 3
2 169 0.000599 6
3 169 0.000742 15
4 169 0.000849 21
5 169 0.000998 26
6 169 0.000886 28
7 169 0.002732 91
8 169 0.002437 91
9 169 0.001802 72
10 169 0.012601 660
11 169 0.009928 547
12 169 0.008848 433
13 169 0.004857 257
14 169 0.015073 753
15 169 0.026809 1320
16 169 0.012065 565
17 169 0.00611 311
18 169 0.042499 2102
19 169 0.017025 864
20 169 0.049899 2625
21 169 0.02237 1469
22 169 0.026272 1367
23 169 0.021558 1113
24 169 0.033704 1670
25 169 0.032074 1526
26 169 0.021542 1175
27 169 0.041336 2276
28 169 0.060183 3191
29 169 0.13041 8602
1 256 0.000422 3
2 256 0.000563 7
3 256 0.000886 10
4 256 0.000984 24
5 256 0.001239 38
6 256 0.001289 36
7 256 0.002263 97
8 256 0.002589 107
9 256 0.006048 296
10 256 0.00502 196
11 256 0.008101 420
12 256 0.00333 161
13 256 0.012317 677
14 256 0.01052 613
15 256 0.014445 780
16 256 0.019747 857
17 256 0.024003 1344
18 256 0.018566 884
19 256 0.022194 972
20 256 0.125178 6397
21 256 0.062388 3435
22 256 0.023041 1212
23 256 0.049433 2966
24 256 0.027 1437
25 256 0.039441 2303
26 256 0.056021 3165
27 256 0.092843 5571
28 256 0.064663 3611
29 256 0.186758 12250
1 361 0.000416 3
2 361 0.000559 6
3 361 0.000652 10
4 361 0.001075 31
5 361 0.001044 30
6 361 0.001198 40
7 361 0.001965 72
8 361 0.002126 90
9 361 0.007668 453
10 361 0.004034 181
11 361 0.007259 356
12 361 0.008152 418
13 361 0.005182 252
14 361 0.024733 1398
15 361 0.013211 727
16 361 0.010145 527
17 361 0.045013 2303
18 361 0.068192 3661
19 361 0.035687 2159
20 361 0.034359 1119
21 361 0.044351 2756
22 361 0.081702 5211
23 361 0.146011 7540
24 361 0.030273 1701
25 361 0.058869 3623
26 361 0.047233 2816
27 361 0.083638 5661
28 361 0.174813 10764
29 361 0.134492 8076
1 484 0.000423 3
2 484 0.00047 6
3 484 0.000619 13
4 484 0.000928 24
5 484 0.001311 39
6 484 0.001129 36
7 484 0.002453 97
8 484 0.001778 63
9 484 0.003619 153
10 484 0.00394 183
11 484 0.003646 172
12 484 0.008963 412
13 484 0.016277 960
14 484 0.024686 652
15 484 0.019561 915
16 484 0.019986 949
17 484 0.025751 1447
18 484 0.010142 593
19 484 0.014528 738
20 484 0.045026 2880
21 484 0.036535 2210
22 484 0.181735 8777
23 484 0.090011 5973
24 484 0.067264 4027
25 484 0.073755 4530
26 484 0.041913 2341
27 484 0.105947 7043
28 484 0.031294 1946
29 484 0.039947 2252
1 625 0.000412 3
2 625 0.000507 6
3 625 0.000671 15
4 625 0.000925 31
5 625 0.001042 29
6 625 0.002295 91
7 625 0.003255 155
8 625 0.001916 74
9 625 0.006827 343
10 625 0.002683 123
11 625 0.008072 456
12 625 0.006598 350
13 625 0.008216 365
14 625 0.010855 537
15 625 0.027817 1701
16 625 0.012199 633
17 625 0.023314 1467
18 625 0.018785 991
19 625 0.035233 2010
20 625 0.095838 6278
21 625 0.104235 5951
22 625 0.053478 3365
23 625 0.046379 2572
24 625 0.051976 2652
25 625 0.068606 4443
26 625 0.130093 8168
27 625 0.065032 3226
28 625 0.040015 2534
29 625 0.081916 3676
1 784 0.000417 3
2 784 0.00053 6
3 784 0.000787 14
4 784 0.000861 22
5 784 0.001369 42
6 784 0.001496 53
7 784 0.001711 59
8 784 0.003525 142
9 784 0.006233 311
10 784 0.00671 375
11 784 0.00558 302
12 784 0.003712 190
13 784 0.042026 2510
14 784 0.004632 247
